S.No.,Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Ag Group,Month Number,Month
346,347,03-08-2023,CUST347,Male,42,Electronics,1,25,25,41-60,8,August
347,348,03-12-2023,CUST348,Female,35,Electronics,2,300,600,21-40,12,December
348,349,26-10-2023,CUST349,Female,57,Beauty,1,50,50,41-60,10,October
349,350,17-10-2023,CUST350,Male,25,Beauty,3,25,75,21-40,10,October
350,351,25-09-2023,CUST351,Female,56,Clothing,3,30,90,41-60,9,September
351,352,11-06-2023,CUST352,Male,57,Electronics,2,500,1000,41-60,6,June
352,353,14-05-2023,CUST353,Male,31,Electronics,1,500,500,21-40,5,May
353,354,15-04-2023,CUST354,Female,49,Beauty,4,50,200,41-60,4,April
354,355,09-12-2023,CUST355,Female,55,Electronics,1,500,500,41-60,12,December
355,356,10-06-2023,CUST356,Male,50,Electronics,3,500,1500,41-60,6,June
356,357,03-05-2023,CUST357,Female,40,Electronics,3,25,75,21-40,5,May
357,358,16-05-2023,CUST358,Female,32,Beauty,1,300,300,21-40,5,May
358,359,22-07-2023,CUST359,Male,50,Clothing,1,50,50,41-60,7,July
359,360,09-03-2023,CUST360,Male,42,Clothing,4,25,100,41-60,3,March
360,361,10-12-2023,CUST361,Female,34,Electronics,4,300,1200,21-40,12,December
361,362,27-11-2023,CUST362,Male,50,Clothing,1,25,25,41-60,11,November
362,363,03-06-2023,CUST363,Male,64,Beauty,1,25,25,60+,6,June
363,364,23-08-2023,CUST364,Female,19,Beauty,1,500,500,43831,8,August
364,365,11-06-2023,CUST365,Male,31,Clothing,1,300,300,21-40,6,June
365,366,07-02-2023,CUST366,Male,57,Clothing,2,50,100,41-60,2,February
366,367,05-01-2023,CUST367,Female,57,Electronics,1,50,50,41-60,1,January
367,368,23-08-2023,CUST368,Female,56,Clothing,4,300,1200,41-60,8,August
368,369,15-11-2023,CUST369,Male,23,Electronics,3,500,1500,21-40,11,November
369,370,16-10-2023,CUST370,Male,23,Electronics,2,30,60,21-40,10,October
370,371,21-02-2023,CUST371,Female,20,Beauty,1,25,25,43831,2,February
371,372,07-02-2023,CUST372,Female,24,Beauty,3,500,1500,21-40,2,February
372,373,03-10-2023,CUST373,Female,25,Beauty,2,300,600,21-40,10,October
373,374,20-04-2023,CUST374,Female,59,Beauty,3,25,75,41-60,4,April
374,375,17-09-2023,CUST375,Male,32,Clothing,1,50,50,21-40,9,September
375,376,16-05-2023,CUST376,Female,64,Beauty,1,30,30,60+,5,May
376,377,09-03-2023,CUST377,Female,46,Clothing,4,50,200,41-60,3,March
377,378,28-06-2023,CUST378,Male,50,Beauty,1,300,300,41-60,6,June
378,379,05-02-2023,CUST379,Female,47,Clothing,1,25,25,41-60,2,February
379,380,06-05-2023,CUST380,Male,56,Electronics,2,300,600,41-60,5,May
380,381,09-07-2023,CUST381,Female,44,Clothing,4,25,100,41-60,7,July
381,382,26-05-2023,CUST382,Female,53,Clothing,2,500,1000,41-60,5,May
382,383,22-03-2023,CUST383,Female,46,Beauty,3,30,90,41-60,3,March
383,384,13-08-2023,CUST384,Male,55,Clothing,1,500,500,41-60,8,August
384,385,06-10-2023,CUST385,Male,50,Electronics,3,500,1500,41-60,10,October
385,386,27-12-2023,CUST386,Female,54,Electronics,2,300,600,41-60,12,December
386,387,04-06-2023,CUST387,Male,44,Beauty,1,30,30,41-60,6,June
387,388,10-11-2023,CUST388,Male,50,Electronics,1,25,25,41-60,11,November
388,389,01-12-2023,CUST389,Male,21,Clothing,2,25,50,21-40,12,December
389,390,28-09-2023,CUST390,Male,39,Electronics,2,50,100,21-40,9,September
390,391,05-01-2023,CUST391,Male,19,Beauty,2,25,50,43831,1,January
391,392,08-12-2023,CUST392,Male,27,Clothing,2,300,600,21-40,12,December
392,393,11-10-2023,CUST393,Female,22,Beauty,2,500,1000,21-40,10,October
393,394,03-06-2023,CUST394,Female,27,Clothing,1,500,500,21-40,6,June
394,395,06-12-2023,CUST395,Male,50,Electronics,2,500,1000,41-60,12,December
395,396,23-02-2023,CUST396,Female,55,Beauty,1,30,30,41-60,2,February
396,397,10-03-2023,CUST397,Female,30,Beauty,1,25,25,21-40,3,March
397,398,16-05-2023,CUST398,Female,48,Clothing,2,300,600,41-60,5,May
398,399,01-03-2023,CUST399,Female,64,Beauty,2,30,60,60+,3,March
399,400,24-02-2023,CUST400,Male,53,Clothing,4,50,200,41-60,2,February
400,401,11-10-2023,CUST401,Female,62,Clothing,1,300,300,60+,10,October
401,402,21-03-2023,CUST402,Female,41,Clothing,2,300,600,41-60,3,March
402,403,20-05-2023,CUST403,Male,32,Clothing,2,300,600,21-40,5,May
403,404,25-05-2023,CUST404,Male,46,Electronics,2,500,1000,41-60,5,May
404,405,06-11-2023,CUST405,Female,25,Clothing,4,300,1200,21-40,11,November
405,406,18-04-2023,CUST406,Female,22,Beauty,4,25,100,21-40,4,April
406,407,25-06-2023,CUST407,Female,46,Electronics,3,300,900,41-60,6,June
407,408,15-04-2023,CUST408,Female,64,Beauty,1,500,500,60+,4,April
408,409,18-12-2023,CUST409,Female,21,Electronics,3,300,900,21-40,12,December
409,410,21-11-2023,CUST410,Female,29,Clothing,2,50,100,21-40,11,November
410,411,16-05-2023,CUST411,Male,62,Electronics,4,50,200,60+,5,May
411,412,16-09-2023,CUST412,Female,19,Electronics,4,500,2000,43831,9,September
412,413,08-09-2023,CUST413,Female,44,Beauty,3,25,75,41-60,9,September
413,414,09-05-2023,CUST414,Male,48,Beauty,4,25,100,41-60,5,May
414,415,27-01-2023,CUST415,Male,53,Clothing,2,30,60,41-60,1,January
415,416,17-02-2023,CUST416,Male,53,Electronics,4,500,2000,41-60,2,February
416,417,21-11-2023,CUST417,Male,43,Electronics,3,300,900,41-60,11,November
417,418,05-08-2023,CUST418,Female,60,Electronics,2,500,1000,41-60,8,August
418,419,22-05-2023,CUST419,Female,44,Clothing,3,30,90,41-60,5,May
419,420,23-01-2023,CUST420,Female,22,Clothing,4,500,2000,21-40,1,January
420,421,02-01-2023,CUST421,Female,37,Clothing,3,500,1500,21-40,1,January
421,422,20-06-2023,CUST422,Female,28,Clothing,3,30,90,21-40,6,June
422,423,08-03-2023,CUST423,Female,27,Clothing,1,25,25,21-40,3,March
423,424,23-11-2023,CUST424,Male,57,Beauty,4,300,1200,41-60,11,November
424,425,15-05-2023,CUST425,Female,55,Electronics,4,30,120,41-60,5,May
425,426,24-03-2023,CUST426,Male,23,Electronics,3,50,150,21-40,3,March
426,427,15-08-2023,CUST427,Male,25,Electronics,1,25,25,21-40,8,August
427,428,10-10-2023,CUST428,Female,40,Electronics,4,50,200,21-40,10,October
428,429,28-12-2023,CUST429,Male,64,Electronics,2,25,50,60+,12,December
429,430,07-08-2023,CUST430,Female,43,Electronics,3,300,900,41-60,8,August
430,431,15-10-2023,CUST431,Male,63,Electronics,4,300,1200,60+,10,October
431,432,05-01-2023,CUST432,Female,60,Electronics,2,500,1000,41-60,1,January
432,433,27-02-2023,CUST433,Male,29,Beauty,4,50,200,21-40,2,February
433,434,08-02-2023,CUST434,Female,43,Electronics,2,25,50,41-60,2,February
434,435,20-12-2023,CUST435,Female,30,Beauty,3,300,900,21-40,12,December
435,436,18-03-2023,CUST436,Female,57,Clothing,4,30,120,41-60,3,March
436,437,07-10-2023,CUST437,Female,35,Electronics,4,300,1200,21-40,10,October
437,438,19-01-2023,CUST438,Female,42,Clothing,1,30,30,41-60,1,January
438,439,09-07-2023,CUST439,Male,50,Clothing,3,25,75,41-60,7,July
439,440,26-10-2023,CUST440,Male,64,Clothing,2,300,600,60+,10,October
440,441,10-10-2023,CUST441,Male,57,Beauty,4,300,1200,41-60,10,October
441,442,17-03-2023,CUST442,Female,60,Clothing,4,25,100,41-60,3,March
442,443,09-08-2023,CUST443,Male,29,Clothing,2,300,600,21-40,8,August
443,444,07-03-2023,CUST444,Female,61,Clothing,3,30,90,60+,3,March
444,445,22-01-2023,CUST445,Female,53,Electronics,1,300,300,41-60,1,January
445,446,07-06-2023,CUST446,Male,21,Electronics,1,50,50,21-40,6,June
446,447,06-07-2023,CUST447,Male,22,Beauty,4,500,2000,21-40,7,July
447,448,21-01-2023,CUST448,Female,54,Beauty,2,30,60,41-60,1,January
448,449,03-07-2023,CUST449,Male,25,Electronics,4,50,200,21-40,7,July
449,450,18-04-2023,CUST450,Female,59,Beauty,2,25,50,41-60,4,April
450,451,16-12-2023,CUST451,Female,45,Electronics,1,30,30,41-60,12,December
451,452,08-05-2023,CUST452,Female,48,Clothing,3,500,1500,41-60,5,May
452,453,08-12-2023,CUST453,Female,26,Clothing,2,500,1000,21-40,12,December
453,454,22-02-2023,CUST454,Female,46,Beauty,1,25,25,41-60,2,February
454,455,01-07-2023,CUST455,Male,31,Electronics,4,25,100,21-40,7,July
455,456,14-10-2023,CUST456,Male,57,Electronics,2,30,60,41-60,10,October
456,457,28-07-2023,CUST457,Female,58,Beauty,3,300,900,41-60,7,July
457,458,14-11-2023,CUST458,Female,39,Electronics,4,25,100,21-40,11,November
458,459,21-03-2023,CUST459,Male,28,Clothing,4,300,1200,21-40,3,March
459,460,02-05-2023,CUST460,Male,40,Beauty,1,50,50,21-40,5,May
460,461,25-03-2023,CUST461,Female,18,Beauty,2,500,1000,43831,3,March
461,462,01-04-2023,CUST462,Male,63,Electronics,4,300,1200,60+,4,April
462,463,31-07-2023,CUST463,Female,54,Beauty,3,500,1500,41-60,7,July
463,464,13-01-2023,CUST464,Male,38,Electronics,2,300,600,21-40,1,January
464,465,02-04-2023,CUST465,Female,43,Electronics,3,50,150,41-60,4,April
465,466,20-06-2023,CUST466,Male,63,Electronics,4,25,100,60+,6,June
466,467,30-07-2023,CUST467,Female,53,Electronics,3,50,150,41-60,7,July
467,468,09-12-2023,CUST468,Male,40,Electronics,1,25,25,21-40,12,December
468,469,08-05-2023,CUST469,Male,18,Beauty,3,25,75,43831,5,May
469,470,17-05-2023,CUST470,Female,57,Clothing,2,500,1000,41-60,5,May
470,471,23-03-2023,CUST471,Male,32,Clothing,3,50,150,21-40,3,March
471,472,26-12-2023,CUST472,Female,38,Beauty,3,300,900,21-40,12,December
472,473,25-02-2023,CUST473,Male,64,Beauty,1,50,50,60+,2,February
473,474,15-07-2023,CUST474,Female,26,Clothing,3,500,1500,21-40,7,July
474,475,20-01-2023,CUST475,Male,26,Clothing,3,25,75,21-40,1,January
475,476,29-08-2023,CUST476,Female,27,Clothing,4,500,2000,21-40,8,August
476,477,24-04-2023,CUST477,Male,43,Clothing,4,30,120,41-60,4,April
477,478,13-04-2023,CUST478,Female,58,Clothing,2,30,60,41-60,4,April
478,479,24-08-2023,CUST479,Male,52,Electronics,4,300,1200,41-60,8,August
479,480,29-06-2023,CUST480,Female,42,Beauty,4,500,2000,41-60,6,June
480,481,06-06-2023,CUST481,Female,43,Electronics,4,300,1200,41-60,6,June
481,482,27-04-2023,CUST482,Female,28,Clothing,4,300,1200,21-40,4,April
482,483,25-04-2023,CUST483,Male,55,Clothing,1,30,30,41-60,4,April
483,484,13-01-2023,CUST484,Female,19,Clothing,4,300,1200,43831,1,January
484,485,04-12-2023,CUST485,Male,24,Electronics,1,30,30,21-40,12,December
485,486,09-04-2023,CUST486,Female,35,Electronics,1,25,25,21-40,4,April
486,487,24-07-2023,CUST487,Male,44,Clothing,4,500,2000,41-60,7,July
487,488,18-06-2023,CUST488,Female,51,Electronics,3,300,900,41-60,6,June
488,489,23-05-2023,CUST489,Male,44,Electronics,1,30,30,41-60,5,May
489,490,05-02-2023,CUST490,Male,34,Clothing,3,50,150,21-40,2,February
490,491,23-05-2023,CUST491,Female,60,Electronics,3,300,900,41-60,5,May
491,492,29-06-2023,CUST492,Male,61,Beauty,4,25,100,60+,6,June
492,493,25-11-2023,CUST493,Male,41,Beauty,2,25,50,41-60,11,November
493,494,18-09-2023,CUST494,Female,42,Beauty,4,50,200,41-60,9,September
494,495,24-07-2023,CUST495,Male,24,Beauty,2,30,60,21-40,7,July
495,496,14-12-2023,CUST496,Male,23,Clothing,2,300,600,21-40,12,December
496,497,02-10-2023,CUST497,Male,41,Clothing,4,30,120,41-60,10,October
497,498,19-06-2023,CUST498,Female,50,Clothing,4,25,100,41-60,6,June
498,499,15-01-2023,CUST499,Male,46,Beauty,2,30,60,41-60,1,January
499,500,01-03-2023,CUST500,Female,60,Beauty,4,25,100,41-60,3,March
500,501,14-05-2023,CUST501,Male,39,Electronics,2,30,60,21-40,5,May
501,502,02-04-2023,CUST502,Male,43,Electronics,3,50,150,41-60,4,April
502,503,25-10-2023,CUST503,Male,45,Beauty,4,500,2000,41-60,10,October
503,504,16-05-2023,CUST504,Female,38,Beauty,3,50,150,21-40,5,May
504,505,20-01-2023,CUST505,Male,24,Beauty,1,50,50,21-40,1,January
505,506,25-02-2023,CUST506,Male,34,Beauty,3,500,1500,21-40,2,February
506,507,02-11-2023,CUST507,Female,37,Electronics,3,500,1500,21-40,11,November
507,508,11-08-2023,CUST508,Male,58,Beauty,2,300,600,41-60,8,August
508,509,26-06-2023,CUST509,Female,37,Electronics,3,300,900,21-40,6,June
509,510,10-06-2023,CUST510,Female,39,Beauty,4,50,200,21-40,6,June
510,511,12-08-2023,CUST511,Male,45,Beauty,2,50,100,41-60,8,August
511,512,07-11-2023,CUST512,Female,57,Beauty,1,25,25,41-60,11,November
512,513,19-09-2023,CUST513,Male,24,Electronics,4,25,100,21-40,9,September
513,514,01-03-2023,CUST514,Female,18,Electronics,1,300,300,43831,3,March
514,515,17-07-2023,CUST515,Female,49,Clothing,3,300,900,41-60,7,July
515,516,23-10-2023,CUST516,Male,30,Beauty,4,25,100,21-40,10,October
516,517,08-04-2023,CUST517,Female,47,Clothing,4,25,100,41-60,4,April
517,518,11-05-2023,CUST518,Female,40,Clothing,1,30,30,21-40,5,May
518,519,23-01-2023,CUST519,Female,36,Electronics,4,30,120,21-40,1,January
519,520,29-12-2023,CUST520,Female,49,Electronics,4,25,100,41-60,12,December
520,521,12-08-2023,CUST521,Female,47,Clothing,4,30,120,41-60,8,August
521,522,01-01-2023,CUST522,Male,46,Beauty,3,500,1500,41-60,1,January
522,523,24-09-2023,CUST523,Female,62,Electronics,1,300,300,60+,9,September
523,524,03-10-2023,CUST524,Male,46,Beauty,4,300,1200,41-60,10,October
524,525,18-12-2023,CUST525,Female,47,Beauty,2,25,50,41-60,12,December
525,526,10-12-2023,CUST526,Male,33,Clothing,2,50,100,21-40,12,December
526,527,11-04-2023,CUST527,Male,57,Clothing,2,25,50,41-60,4,April
527,528,06-07-2023,CUST528,Female,36,Clothing,2,30,60,21-40,7,July
528,529,09-08-2023,CUST529,Female,35,Clothing,3,50,150,21-40,8,August
529,530,05-02-2023,CUST530,Female,18,Electronics,4,30,120,43831,2,February
530,531,07-12-2023,CUST531,Male,31,Electronics,1,500,500,21-40,12,December
531,532,19-06-2023,CUST532,Female,64,Clothing,4,30,120,60+,6,June
532,533,16-11-2023,CUST533,Male,19,Electronics,3,500,1500,43831,11,November
533,534,10-06-2023,CUST534,Male,45,Clothing,2,500,1000,41-60,6,June
534,535,06-12-2023,CUST535,Male,47,Beauty,3,30,90,41-60,12,December
535,536,05-03-2023,CUST536,Female,55,Beauty,4,30,120,41-60,3,March
536,537,03-06-2023,CUST537,Female,21,Beauty,1,500,500,21-40,6,June
537,538,17-09-2023,CUST538,Male,18,Clothing,3,50,150,43831,9,September
538,539,08-06-2023,CUST539,Male,25,Beauty,1,500,500,21-40,6,June
539,540,08-12-2023,CUST540,Female,46,Electronics,3,300,900,41-60,12,December
540,541,29-07-2023,CUST541,Male,56,Beauty,1,500,500,41-60,7,July
541,542,17-06-2023,CUST542,Female,20,Beauty,1,50,50,43831,6,June
542,543,26-07-2023,CUST543,Male,49,Beauty,2,300,600,41-60,7,July
543,544,23-12-2023,CUST544,Female,27,Electronics,1,25,25,21-40,12,December
544,545,01-06-2023,CUST545,Male,27,Clothing,2,25,50,21-40,6,June
545,546,11-10-2023,CUST546,Female,36,Electronics,4,50,200,21-40,10,October
546,547,07-03-2023,CUST547,Male,63,Clothing,4,500,2000,60+,3,March
547,548,09-04-2023,CUST548,Female,51,Clothing,2,30,60,41-60,4,April
548,549,04-08-2023,CUST549,Female,50,Beauty,2,50,100,41-60,8,August
549,550,07-12-2023,CUST550,Male,40,Clothing,3,300,900,21-40,12,December
550,551,14-07-2023,CUST551,Male,45,Electronics,3,300,900,41-60,7,July
551,552,13-12-2023,CUST552,Female,49,Electronics,3,25,75,41-60,12,December
552,553,31-03-2023,CUST553,Male,24,Clothing,4,300,1200,21-40,3,March
553,554,12-11-2023,CUST554,Female,46,Beauty,3,50,150,41-60,11,November
554,555,19-10-2023,CUST555,Male,25,Beauty,1,300,300,21-40,10,October
555,556,04-06-2023,CUST556,Female,18,Electronics,1,50,50,43831,6,June
556,557,27-07-2023,CUST557,Female,20,Beauty,3,30,90,43831,7,July
557,558,08-10-2023,CUST558,Female,41,Clothing,1,25,25,41-60,10,October
558,559,01-01-2023,CUST559,Female,40,Clothing,4,300,1200,21-40,1,January
559,560,05-06-2023,CUST560,Female,25,Electronics,1,50,50,21-40,6,June
560,561,27-05-2023,CUST561,Female,64,Clothing,4,500,2000,60+,5,May
561,562,18-04-2023,CUST562,Male,54,Electronics,2,25,50,41-60,4,April
562,563,09-08-2023,CUST563,Male,20,Clothing,2,30,60,43831,8,August
563,564,24-10-2023,CUST564,Male,50,Electronics,2,50,100,41-60,10,October
564,565,07-11-2023,CUST565,Female,45,Beauty,2,30,60,41-60,11,November
565,566,02-12-2023,CUST566,Female,64,Clothing,1,30,30,60+,12,December
566,567,14-06-2023,CUST567,Female,25,Clothing,3,300,900,21-40,6,June
567,568,27-08-2023,CUST568,Female,51,Electronics,1,300,300,41-60,8,August
568,569,15-08-2023,CUST569,Male,52,Electronics,4,50,200,41-60,8,August
569,570,15-08-2023,CUST570,Male,49,Clothing,1,500,500,41-60,8,August
570,571,12-12-2023,CUST571,Female,41,Electronics,1,50,50,41-60,12,December
571,572,20-04-2023,CUST572,Male,31,Clothing,4,500,2000,21-40,4,April
572,573,19-09-2023,CUST573,Male,49,Beauty,2,30,60,41-60,9,September
573,574,31-08-2023,CUST574,Female,63,Electronics,2,25,50,60+,8,August
574,575,28-03-2023,CUST575,Male,60,Clothing,2,50,100,41-60,3,March
575,576,04-12-2023,CUST576,Female,33,Beauty,3,50,150,21-40,12,December
576,577,13-02-2023,CUST577,Male,21,Beauty,4,500,2000,21-40,2,February
577,578,26-05-2023,CUST578,Female,54,Clothing,4,30,120,41-60,5,May
578,579,21-09-2023,CUST579,Female,38,Electronics,1,30,30,21-40,9,September
579,580,06-12-2023,CUST580,Female,31,Clothing,3,500,1500,21-40,12,December
580,581,21-11-2023,CUST581,Female,48,Beauty,2,30,60,41-60,11,November
581,582,14-11-2023,CUST582,Male,35,Clothing,3,300,900,21-40,11,November
582,583,21-06-2023,CUST583,Female,24,Electronics,4,25,100,21-40,6,June
583,584,17-02-2023,CUST584,Female,27,Beauty,4,50,200,21-40,2,February
584,585,01-05-2023,CUST585,Female,24,Clothing,1,25,25,21-40,5,May
585,586,11-12-2023,CUST586,Male,50,Electronics,1,50,50,41-60,12,December
586,587,08-06-2023,CUST587,Female,40,Beauty,4,300,1200,21-40,6,June
587,588,26-04-2023,CUST588,Male,38,Electronics,2,30,60,21-40,4,April
588,589,12-04-2023,CUST589,Female,36,Beauty,2,500,1000,21-40,4,April
589,590,17-03-2023,CUST590,Male,36,Clothing,3,300,900,21-40,3,March
590,591,13-01-2023,CUST591,Male,53,Electronics,4,25,100,41-60,1,January
591,592,24-01-2023,CUST592,Female,46,Beauty,4,500,2000,41-60,1,January
592,593,06-05-2023,CUST593,Male,35,Electronics,2,30,60,21-40,5,May
593,594,01-09-2023,CUST594,Female,19,Electronics,2,300,600,43831,9,September
594,595,09-11-2023,CUST595,Female,18,Clothing,4,500,2000,43831,11,November
595,596,07-02-2023,CUST596,Female,64,Electronics,1,300,300,60+,2,February
596,597,22-08-2023,CUST597,Male,22,Beauty,4,300,1200,21-40,8,August
597,598,01-08-2023,CUST598,Male,37,Beauty,4,30,120,21-40,8,August
598,599,19-11-2023,CUST599,Female,28,Beauty,2,50,100,21-40,11,November
599,600,22-10-2023,CUST600,Female,59,Beauty,2,500,1000,41-60,10,October
600,601,10-04-2023,CUST601,Male,19,Clothing,1,30,30,43831,4,April
601,602,23-12-2023,CUST602,Female,20,Electronics,1,300,300,43831,12,December
602,603,16-07-2023,CUST603,Female,40,Clothing,3,30,90,21-40,7,July
603,604,11-09-2023,CUST604,Female,29,Electronics,4,50,200,21-40,9,September
604,605,24-07-2023,CUST605,Male,37,Electronics,2,500,1000,21-40,7,July
605,606,05-05-2023,CUST606,Male,22,Electronics,1,50,50,21-40,5,May
606,607,17-03-2023,CUST607,Male,54,Clothing,3,25,75,41-60,3,March
607,608,02-12-2023,CUST608,Female,55,Electronics,3,500,1500,41-60,12,December
608,609,19-12-2023,CUST609,Female,47,Clothing,2,50,100,41-60,12,December
609,610,03-01-2023,CUST610,Female,26,Beauty,2,300,600,21-40,1,January
610,611,24-02-2023,CUST611,Male,51,Beauty,3,500,1500,41-60,2,February
611,612,06-08-2023,CUST612,Female,61,Electronics,1,500,500,60+,8,August
612,613,23-04-2023,CUST613,Female,52,Clothing,3,30,90,41-60,4,April
613,614,01-04-2023,CUST614,Female,39,Beauty,4,300,1200,21-40,4,April
614,615,23-12-2023,CUST615,Female,61,Clothing,4,25,100,60+,12,December
615,616,23-09-2023,CUST616,Male,41,Clothing,2,50,100,41-60,9,September
616,617,26-08-2023,CUST617,Male,34,Electronics,1,30,30,21-40,8,August
617,618,26-01-2023,CUST618,Female,27,Beauty,1,50,50,21-40,1,January
618,619,13-10-2023,CUST619,Male,47,Electronics,4,25,100,41-60,10,October
619,620,08-05-2023,CUST620,Male,63,Electronics,3,25,75,60+,5,May
620,621,04-03-2023,CUST621,Female,40,Beauty,2,500,1000,21-40,3,March
621,622,22-08-2023,CUST622,Female,49,Beauty,3,25,75,41-60,8,August
622,623,10-03-2023,CUST623,Male,34,Clothing,3,50,150,21-40,3,March
623,624,26-08-2023,CUST624,Female,34,Beauty,3,300,900,21-40,8,August
624,625,08-12-2023,CUST625,Male,31,Clothing,1,300,300,21-40,12,December
625,626,29-09-2023,CUST626,Female,26,Clothing,4,500,2000,21-40,9,September
626,627,14-10-2023,CUST627,Male,57,Clothing,1,50,50,41-60,10,October
627,628,01-11-2023,CUST628,Female,19,Beauty,4,50,200,43831,11,November
628,629,12-06-2023,CUST629,Male,62,Electronics,2,25,50,60+,6,June
629,630,15-08-2023,CUST630,Male,42,Clothing,2,50,100,41-60,8,August
630,631,10-11-2023,CUST631,Male,56,Electronics,3,30,90,41-60,11,November
631,632,16-09-2023,CUST632,Female,26,Electronics,4,25,100,21-40,9,September
632,633,07-08-2023,CUST633,Male,39,Beauty,4,30,120,21-40,8,August
633,634,08-10-2023,CUST634,Male,60,Electronics,4,500,2000,41-60,10,October
634,635,17-08-2023,CUST635,Female,63,Electronics,3,300,900,60+,8,August
635,636,23-03-2023,CUST636,Female,21,Beauty,3,500,1500,21-40,3,March
636,637,01-09-2023,CUST637,Male,43,Clothing,2,300,600,41-60,9,September
637,638,19-08-2023,CUST638,Male,46,Electronics,1,500,500,41-60,8,August
638,639,13-05-2023,CUST639,Female,62,Beauty,4,50,200,60+,5,May
639,640,07-05-2023,CUST640,Female,51,Electronics,4,30,120,41-60,5,May
640,641,23-11-2023,CUST641,Female,40,Electronics,1,300,300,21-40,11,November
641,642,22-05-2023,CUST642,Female,54,Clothing,4,25,100,41-60,5,May
642,643,24-09-2023,CUST643,Female,28,Electronics,3,30,90,21-40,9,September
643,644,06-09-2023,CUST644,Male,23,Beauty,3,25,75,21-40,9,September
644,645,17-11-2023,CUST645,Female,35,Electronics,4,30,120,21-40,11,November
645,646,03-05-2023,CUST646,Male,38,Clothing,3,30,90,21-40,5,May
646,647,21-05-2023,CUST647,Male,59,Clothing,3,500,1500,41-60,5,May
647,648,14-08-2023,CUST648,Male,53,Beauty,4,300,1200,41-60,8,August
648,649,09-02-2023,CUST649,Female,58,Clothing,2,300,600,41-60,2,February
649,650,01-01-2024,CUST650,Male,55,Electronics,1,30,30,41-60,1,January
650,651,27-05-2023,CUST651,Male,51,Clothing,3,50,150,41-60,5,May
651,652,01-05-2023,CUST652,Female,34,Beauty,2,50,100,21-40,5,May
652,653,20-05-2023,CUST653,Male,54,Clothing,3,25,75,41-60,5,May
653,654,21-06-2023,CUST654,Male,42,Clothing,3,25,75,41-60,6,June
654,655,13-06-2023,CUST655,Female,55,Clothing,1,500,500,41-60,6,June
655,656,04-10-2023,CUST656,Male,29,Beauty,3,30,90,21-40,10,October
656,657,11-02-2023,CUST657,Male,40,Clothing,1,25,25,21-40,2,February
657,658,12-03-2023,CUST658,Male,59,Clothing,1,25,25,41-60,3,March
658,659,19-03-2023,CUST659,Female,39,Electronics,1,30,30,21-40,3,March
659,660,29-04-2023,CUST660,Female,38,Beauty,2,500,1000,21-40,4,April
660,661,16-07-2023,CUST661,Female,44,Clothing,4,25,100,41-60,7,July
661,662,22-12-2023,CUST662,Male,48,Beauty,2,500,1000,41-60,12,December
662,663,20-03-2023,CUST663,Male,23,Clothing,4,300,1200,21-40,3,March
663,664,28-12-2023,CUST664,Female,44,Clothing,4,500,2000,41-60,12,December
664,665,20-04-2023,CUST665,Male,57,Clothing,1,50,50,41-60,4,April
665,666,02-02-2023,CUST666,Male,51,Electronics,3,50,150,41-60,2,February
666,667,01-08-2023,CUST667,Female,29,Electronics,1,500,500,21-40,8,August
667,668,28-07-2023,CUST668,Female,62,Electronics,3,50,150,60+,7,July
668,669,19-06-2023,CUST669,Male,24,Beauty,4,300,1200,21-40,6,June
669,670,05-10-2023,CUST670,Male,27,Beauty,1,30,30,21-40,10,October
670,671,27-08-2023,CUST671,Male,62,Electronics,3,50,150,60+,8,August
671,672,01-08-2023,CUST672,Female,34,Beauty,2,50,100,21-40,8,August
672,673,01-02-2023,CUST673,Female,43,Clothing,3,500,1500,41-60,2,February
673,674,16-04-2023,CUST674,Female,38,Clothing,1,300,300,21-40,4,April
674,675,04-08-2023,CUST675,Female,45,Clothing,2,30,60,41-60,8,August
675,676,19-07-2023,CUST676,Male,63,Electronics,3,500,1500,60+,7,July
676,677,27-10-2023,CUST677,Female,19,Beauty,3,500,1500,43831,10,October
677,678,23-12-2023,CUST678,Female,60,Electronics,3,300,900,41-60,12,December
678,679,11-01-2023,CUST679,Female,18,Beauty,3,30,90,43831,1,January
679,680,22-10-2023,CUST680,Female,53,Clothing,3,300,900,41-60,10,October
680,681,14-07-2023,CUST681,Female,43,Electronics,2,30,60,41-60,7,July
681,682,02-09-2023,CUST682,Male,46,Beauty,4,300,1200,41-60,9,September
682,683,04-01-2023,CUST683,Male,38,Beauty,2,500,1000,21-40,1,January
683,684,30-06-2023,CUST684,Female,28,Clothing,2,500,1000,21-40,6,June
684,685,02-06-2023,CUST685,Male,57,Electronics,2,25,50,41-60,6,June
685,686,19-07-2023,CUST686,Female,28,Electronics,4,50,200,21-40,7,July
686,687,03-08-2023,CUST687,Female,53,Electronics,1,300,300,41-60,8,August
687,688,03-10-2023,CUST688,Male,56,Clothing,4,25,100,41-60,10,October
688,689,07-10-2023,CUST689,Male,57,Electronics,2,50,100,41-60,10,October
689,690,05-11-2023,CUST690,Female,52,Clothing,3,300,900,41-60,11,November
690,691,23-04-2023,CUST691,Female,51,Clothing,3,30,90,41-60,4,April
691,692,07-09-2023,CUST692,Female,64,Clothing,2,50,100,60+,9,September
692,693,23-04-2023,CUST693,Male,41,Beauty,3,500,1500,41-60,4,April
